	v5_5_gene	JGI_v5.5_ID	JGI_v6	transcript	gene	k0	k4	BetweennessCentralitychlamynetUnDirected	OutdegreechlamynetUnDirected	IndegreechlamynetUnDirected	BetweennessCentralitychlamynetDirected	OutdegreechlamynetDirected	IndegreechlamynetDirected
363				Cre08.g367400.t1.1	Cre08.g367400			0.0012135391018196	17.0	97.0	0.0199631491494199	17.0	97.0
364	Cre08.g358600	Cre08.g358600.t1.1	ChCC-v11017232m.g	g8401.t1	g8401	0.1178143616122657	0.3891943614982479	0.0007010354330733	14.0	11.0	0.1018133892610827	14.0	11.0
371				g8766.t1	g8766			0.0003050411670538	20.0	7.0	0.4648402798588851	20.0	7.0
372	Cre08.g384150	Cre08.g384150.t1.1	ChCC-v11018377m.g	Cre08.g384150.t1.3	Cre08.g384150	0.0726501261131246	0.3618196119332194	0.0001362648934427	13.0	8.0	0.1931252627649972	13.0	8.0
373				Cre08.g362000.t1.2	Cre08.g362000			0.0002603624068996	27.0	11.0	0.1162354337566597	27.0	11.0
374	Cre08.g377950	Cre08.g377950.t1.2	ChCC-v11018075m.g	Cre08.g377950.t1.2	Cre08.g377950	0.0279101972553257	0.2592349596729406	0.0013991787727019	57.0	73.0	0.4631561619810796	57.0	73.0
375	Cre08.g383500	Cre08.g383500.t1.1	ChCC-v11018347m.g	Cre08.g383500.t1.3	Cre08.g383500	0.2892010314448218	0.647921813847181	8.423932635763707e-05	4.0	3.0	0.0009433763322033	4.0	3.0
377	Cre08.g373050	Cre08.g373050.t1.1	ChCC-v11017889m.g	g8736.t1	g8736	0.0570954492006191	0.3062314420566182	3.413722327046762e-05	4.0	0.0	0.0	4.0	0.0
381				g8391.t1	g8391			1.767533772969802e-07	3.0	4.0	0.0051046212979291	3.0	4.0
383				g8926.t1	g8926			3.374333144200286e-07	0.0	7.0	0.0	0.0	7.0
384	Cre08.g359900	Cre08.g359900.t1.1	ChCC-v11017274m.g	Cre08.g359900.t1.3	Cre08.g359900	0.1122396278457841	0.4015002932234817	0.000323947154611	7.0	30.0	0.3453199391482236	7.0	30.0
385				g8359.t1	g8359			0.0026489482120945	192.0	20.0	0.9161634939695008	192.0	20.0
386				g8556.t1	g8556			0.0002369106846718	2.0	1.0	0.0129531569394215	2.0	1.0
387				g8556.t2	g8556			0.0002369106846718	2.0	1.0	0.0129531569394215	2.0	1.0
388	Cre08.g379850	Cre08.g379850.t1.2	ChCC-v11018181m.g	Cre08.g379850.t1.2	Cre08.g379850	0.1976002124168277	0.5353993657300213	0.0001096834622355	4.0	12.0	0.0117445765396435	4.0	12.0
390	Cre08.g359300	Cre08.g359300.t1.2	ChCC-v11017254m.g	Cre08.g359300.t1.2	Cre08.g359300	0.0946356562988857	0.4155344880557293	9.364195114822706e-07	9.0	3.0	0.0	9.0	3.0
391	Cre08.g379350	Cre08.g379350.t1.1	ChCC-v11018141m.g	Cre08.g379350.t1.3	Cre08.g379350	0.0664090433224305	0.3569156793035327	0.0002386922972182	8.0	3.0	0.0081499991248126	8.0	3.0
398				Cre08.g377400.t1.3	Cre08.g377400			0.0026255137258058	23.0	116.0	0.3884139966763811	23.0	116.0
401				g8927.t1	g8927			0.0	3.0	2.0	0.0	3.0	2.0
406	Cre08.g360900	Cre08.g360900.t1.2	ChCC-v11017340m.g	Cre08.g360900.t1.2	Cre08.g360900	0.0070012177020387	0.0405504159527067	0.0019489664536078	36.0	15.0	2.3313357003474637	36.0	15.0
407	Cre08.g363750	Cre08.g363750.t1.1	ChCC-v11017483m.g	Cre08.g363750.t1.3	Cre08.g363750	0.0121953906538352	0.1721808312333752	1.5418866105651493e-05	4.0	2.0	0.0005819490814296	4.0	2.0
410	Cre08.g375850	Cre08.g375850.t1.2	ChCC-v11017992m.g	Cre08.g375850.t1.2	Cre08.g375850	0.0405112933424374	0.3264885534433842	0.0008666262816898	1.0	1.0	2.159729556391549e-05	1.0	1.0
415				g8821.t1	g8821	0.0858077633833081	0.5417112025874348	2.3859620082225756e-05	19.0	5.0	0.0058895813162769	19.0	5.0
417				Cre08.g384628.t1.1	Cre08.g384628			6.307119870576168e-06	0.0	4.0	0.0	0.0	4.0
419	Cre08.g374650	Cre08.g374650.t1.1	ChCC-v11017952m.g	g8826.t1	g8826	0.0310121698640216	0.3040988310811232	4.459557550145857e-07	0.0	2.0	0.0	0.0	2.0
420	Cre08.g369150	Cre08.g369150.t1.1	ChCC-v11017733m.g	Cre08.g369150.t1.3	Cre08.g369150	0.0355219591336849	0.3205830111202047	0.0002494298702454	5.0	0.0	0.0	5.0	0.0
421	Cre08.g373500	Cre08.g373500.t1.1	ChCC-v11017909m.g	Cre08.g373500.t1.3	Cre08.g373500	0.292680247931853	0.6302286186721748	0.0024158068624915	47.0	45.0	0.8173358298041722	47.0	45.0
424	Cre08.g361551	Cre08.g361551.t1.1	ChCC-v11017362m.g	Cre08.g361550.t1.3	Cre08.g361550	0.1543304348843206	0.4408399986765892	0.0	0.0	1.0	0.0	0.0	1.0
425	Cre08.g362700	Cre08.g362700.t1.2	ChCC-v11017430m.g	Cre08.g362700.t1.2	Cre08.g362700	0.0744272160417151	0.4699698736637872	0.00318709580247	4.0	15.0	0.0307058883109614	4.0	15.0
426				Cre08.g381300.t1.2	Cre08.g381300			0.0004285882290738	1.0	9.0	0.0016242500706706	1.0	9.0
427	Cre08.g358572	Cre08.g358572.t1.1	ChCC-v11017204m.g	g8387.t1	g8387	0.2180340184943524	0.5022343422926048	0.0	1.0	0.0	0.0	1.0	0.0
430	Cre08.g360400	Cre08.g360400.t1.1	ChCC-v11017313m.g	Cre08.g360400.t1.3	Cre08.g360400	0.0818182997431982	0.3659895988471258	0.0007105636540502	2.0	0.0	0.0	2.0	0.0
432	Cre08.g365500	Cre08.g365500.t1.1	ChCC-v11017562m.g	Cre08.g365500.t1.3	Cre08.g365500	0.2289561645641538	0.6205322244451167	0.0004016086854845	3.0	12.0	0.0724539501024812	3.0	12.0
433	Cre08.g358850	Cre08.g358850.t1.2	ChCC-v11017240m.g	Cre08.g358850.t1.2	Cre08.g358850	0.1236089484431073	0.4022285318002316	0.000458311190491	49.0	27.0	0.3486766388760841	49.0	27.0
434				Cre08.g373800.t1.3	Cre08.g373800			0.0088719676297601	1.0	9.0	0.0019582908380431	1.0	9.0
438	Cre08.g362750	Cre08.g362750.t1.2	ChCC-v11017432m.g	Cre08.g362750.t1.2	Cre08.g362750	0.0420208736022469	0.3667595087839546	0.0	1.0	2.0	0.0	1.0	2.0
439	Cre08.g363100	Cre08.g363100.t1.1	ChCC-v11017444m.g	Cre08.g363100.t1.3	Cre08.g363100	0.057887096408826	0.358760058414097	0.0	0.0	2.0	0.0	0.0	2.0
440				g8432.t1	g8432	0.0294035205438899	0.2372228726527375	6.747896686285376e-05	139.0	105.0	0.109729862441569	139.0	105.0
444	Cre08.g360550	Cre08.g360550.t1.1	ChCC-v11017321m.g	Cre08.g360550.t1.3	Cre08.g360550	0.1250705834406559	0.4160443519809232	0.0015373403415836	38.0	47.0	1.5039845207105116	38.0	47.0
450	Cre08.g372300	Cre08.g372300.t1.2	ChCC-v11017851m.g	Cre08.g372300.t1.2	Cre08.g372300	0.1408224040251602	0.4742627045094779	0.0002369106846718	0.0	2.0	0.0	0.0	2.0
451				Cre08.g366800.t1.3	Cre08.g366800			0.0	0.0	1.0	0.0	0.0	1.0
456				g8548.t2	g8548			0.0	0.0	2.0	0.0	0.0	2.0
459				g8480.t1	g8480			0.0001360671629406	6.0	65.0	0.0980156014427441	6.0	65.0
460				Cre08.g367876.t1.2	Cre08.g367876			0.0003402731737112	19.0	160.0	0.0968083498350456	19.0	160.0
463	Cre08.g372200	Cre08.g372200.t1.2	ChCC-v11017849m.g	Cre08.g372200.t1.2	Cre08.g372200	0.0291298749871979	0.3137763847080541	0.0002370908051891	1.0	4.0	0.0015015944249058	1.0	4.0
464	Cre08.g363450	Cre08.g363450.t1.2	ChCC-v11017470m.g	Cre08.g363450.t1.2	Cre08.g363450	0.1741529242810713	0.3893532690623127	0.0005605417222381	3.0	7.0	0.252379636626043	3.0	7.0
466				g8798.t1	g8798			0.0012493658281352	5.0	19.0	0.0650698457479333	5.0	19.0
467				g8798.t2	g8798			0.0012493658281352	5.0	19.0	0.0650698457479333	5.0	19.0
469	Cre08.g364550	Cre08.g364550.t1.1	ChCC-v11017519m.g	Cre08.g364550.t1.3	Cre08.g364550	0.177067903260204	0.5304694979750602	0.0020317167173234	10.0	18.0	0.035674787655542	10.0	18.0
471				g8522.t2	g8522			0.0040109858385019	16.0	1.0	0.0312769849683555	16.0	1.0
472	Cre08.g363874	Cre08.g363874.t2.1	ChCC-v11017490m.g	g8522.t1	g8522	0.1193546839197232	0.3665605924034457	0.0040109858385019	16.0	1.0	0.0312769849683555	16.0	1.0
475	Cre08.g371957	Cre08.g371957.t1.1	ChCC-v11017840m.g	g8713.t1	g8713	0.0369600327850484	0.334165054632382	2.7320443275038447e-05	0.0	3.0	0.0	0.0	3.0
478				Cre08.g380800.t1.3	Cre08.g380800			0.0009463661723978	57.0	56.0	0.5231618741387783	57.0	56.0
480				Cre08.g382689.t1.2	Cre08.g382689			0.0010010955317346	0.0	3.0	0.0	0.0	3.0
482	Cre08.g372900	Cre08.g372900.t1.1	ChCC-v11017880m.g	Cre08.g372900.t1.3	Cre08.g372900	0.0624676321408318	0.3286740516179653	0.0007136259974316	11.0	112.0	0.0180677868987582	11.0	112.0
484	Cre08.g368050	Cre08.g368050.t1.2	ChCC-v11017684m.g	Cre08.g368050.t1.2	Cre08.g368050	0.176592608660675	0.3644530959980531	0.0004630718952008	2.0	8.0	0.0254407080735839	2.0	8.0
485	Cre08.g360100	Cre08.g360100.t1.2	ChCC-v11017296m.g	Cre08.g360100.t1.2	Cre08.g360100	0.0342301909728262	0.2917018546177153	0.0002092822894637	134.0	100.0	0.0725419583355534	134.0	100.0
486	Cre08.g361600	Cre08.g361600.t1.1	ChCC-v11017363m.g	Cre08.g361600.t1.1	Cre08.g361600	0.0982865500837522	0.3580789557999401	1.810909241973661e-06	4.0	0.0	0.0	4.0	0.0
488				Cre08.g383000.t1.3	Cre08.g383000			0.0001522270745561	22.0	128.0	0.0323117168890516	22.0	128.0
489	Cre08.g382500	Cre08.g382500.t1.2	ChCC-v11018290m.g	Cre08.g382500.t1.2	Cre08.g382500	-0.0	0.0387182740539803	0.0032246921737441	0.0	22.0	0.0	0.0	22.0
490	Cre08.g365000	Cre08.g365000.t1.1	ChCC-v11017544m.g	Cre08.g365000.t1.3	Cre08.g365000	0.1202569875563845	0.530432212770254	0.0003496601965505	10.0	1.0	0.0022688476880435	10.0	1.0
492	Cre08.g374700	Cre08.g374700.t1.1	ChCC-v11017953m.g	Cre08.g374700.t1.3	Cre08.g374700	0.0816882800378592	0.3917400023937942	0.000514683961985	2.0	1.0	0.0169310228425894	2.0	1.0
493	Cre08.g378750	Cre08.g378750.t1.1	ChCC-v11018114m.g	Cre08.g378750.t1.1	Cre08.g378750	0.0733847408689696	0.3202981649337196	0.0004705495173033	0.0	15.0	0.0	0.0	15.0
496				Cre08.g377550.t1.2	Cre08.g377550			0.0073141093845233	38.0	76.0	6.3230151620398045	38.0	76.0
499	Cre08.g380650	Cre08.g380650.t1.1	ChCC-v11018208m.g	Cre08.g380650.t1.3	Cre08.g380650	0.2413400425675543	0.4821413678248571	0.0002313384414061	4.0	32.0	0.088651857414098	4.0	32.0
503				Cre08.g376300.t1.2	Cre08.g376300			0.0005937606415603	195.0	79.0	0.4003859467546376	195.0	79.0
504	Cre08.g380201	Cre08.g380201.t1.1	ChCC-v11018196m.g	g8949.t1	g8949	0.0255949008008783	0.2554091715066365	0.0025587537905184	18.0	16.0	0.5986633730383252	18.0	16.0
506				g8778.t1	g8778			2.574810863276293e-06	0.0	5.0	0.0	0.0	5.0
507				g8340.t1	g8340			8.958892589159677e-05	1.0	5.0	0.0024634555748111	1.0	5.0
508	Cre08.g358577	Cre08.g358577.t1.1	ChCC-v11017211m.g	g8392.t1	g8392	0.735863524557147	0.9422891731926022	0.0007172175003028	27.0	11.0	0.9318652240858236	27.0	11.0
510	Cre08.g371650	Cre08.g371650.t1.2	ChCC-v11017833m.g	Cre08.g371650.t1.2	Cre08.g371650	0.0523956011463127	0.2583893234183133	0.0	3.0	0.0	0.0	3.0	0.0
511	Cre08.g385700	Cre08.g385700.t1.2	ChCC-v11018453m.g	Cre08.g385700.t1.2	Cre08.g385700	0.0279456544761953	0.3881868046716528	0.0	1.0	0.0	0.0	1.0	0.0
512				g8746.t1	g8746			8.570587094534287e-05	0.0	13.0	0.0	0.0	13.0
518				g8374.t1	g8374			8.04452558333019e-05	3.0	7.0	0.0617370247715894	3.0	7.0
520	Cre08.g364000	Cre08.g364000.t1.1	ChCC-v11017501m.g	Cre08.g364000.t1.3	Cre08.g364000	0.2233891930696195	0.5936191980445682	0.0	1.0	0.0	0.0	1.0	0.0
521	Cre08.g358571	Cre08.g358571.t1.1	ChCC-v11017201m.g	g8386.t1	g8386	0.1566943909842695	0.4890452403430679	0.0020066195670022	2.0	13.0	0.0019729284198396	2.0	13.0
522	Cre08.g359700	Cre08.g359700.t1.2	ChCC-v11017267m.g	Cre08.g359700.t1.2	Cre08.g359700	0.0438340287879819	0.3193630027177973	0.0	0.0	1.0	0.0	0.0	1.0
526	Cre08.g381950	Cre08.g381950.t1.2	ChCC-v11018264m.g	Cre08.g381950.t1.2	Cre08.g381950	0.0934145316546223	0.4129597334755045	0.0	0.0	2.0	0.0	0.0	2.0
527				Cre08.g374350.t1.2	Cre08.g374350			0.0	0.0	2.0	0.0	0.0	2.0
528	Cre08.g381050	Cre08.g381050.t1.1	ChCC-v11018227m.g	Cre08.g381050.t1.3	Cre08.g381050	0.2300795534490163	0.6852674626305734	0.0	1.0	0.0	0.0	1.0	0.0
529	Cre08.g382900	Cre08.g382900.t1.1	ChCC-v11018319m.g	Cre08.g382900.t1.3	Cre08.g382900	0.1779166486953022	0.4812538150478238	0.0002369106846718	0.0	6.0	0.0	0.0	6.0
530	Cre08.g358530	Cre08.g358530.t1.1	ChCC-v11017150m.g	g8347.t1	g8347	0.2616518171985312	0.5770456432218124	0.0001500039289566	8.0	17.0	0.1318340662467931	8.0	17.0
532	Cre08.g364250	Cre08.g364250.t1.2	ChCC-v11017507m.g	g8529.t1	g8529	0.0021629430996786	0.3686956963785773	0.0024874825859459	18.0	28.0	1.3615088615520068	18.0	28.0
533	Cre08.g368250	Cre08.g368250.t1.1	ChCC-v11017696m.g	Cre08.g368250.t1.3	Cre08.g368250	0.0669816049854887	0.2561372876309181	0.0004588579065211	99.0	58.0	0.0236522996326441	99.0	58.0
534	Cre08.g384000	Cre08.g384000.t1.1	ChCC-v11018364m.g	Cre08.g384000.t1.2	Cre08.g384000	0.0953174443677795	0.3737745682270598	0.0004033678893897	0.0	6.0	0.0	0.0	6.0
535	Cre08.g362500	Cre08.g362500.t1.2	ChCC-v11017421m.g	Cre08.g362500.t1.2	Cre08.g362500	0.0978717260412683	0.3054313751094866	0.0004194611622281	95.0	65.0	0.0316619622404592	95.0	65.0
536				g8363.t1	g8363			0.0	1.0	0.0	0.0	1.0	0.0
537	Cre08.g372450	Cre08.g372450.t1.2	ChCC-v11017866m.g	g8723.t1	g8723	0.0160433924859881	0.1969700745822252	0.0010014034981663	4.0	6.0	0.0190279980793501	4.0	6.0
539	Cre08.g365450	Cre08.g365450.t1.2	ChCC-v11017559m.g	g8562.t1	g8562	0.0510243077938702	0.2376837830750394	0.0003631163824222	10.0	2.0	0.0013559205490824	10.0	2.0
540				Cre08.g367850.t1.3	Cre08.g367850			0.0006624323212743	2.0	12.0	0.0433563251750622	2.0	12.0
545	Cre08.g362200	Cre08.g362200.t1.1	ChCC-v11017397m.g	Cre08.g362200.t1.3	Cre08.g362200	0.230215041623699	0.5673315231991943	7.221654642712649e-06	0.0	16.0	0.0	0.0	16.0
546	Cre08.g373550	Cre08.g373550.t1.2	ex.Cre08.g373550.t1.2.g	Cre08.g373550.t1.2	Cre08.g373550	0.2637332181601212	0.5572598940471303	0.0004359708377847	4.0	2.0	0.0084109456029473	4.0	2.0
547	Cre08.g385100	Cre08.g385100.t1.2	ChCC-v11018418m.g	Cre08.g385100.t1.2	Cre08.g385100	0.043281238215485	0.1884858212106795	0.0	0.0	1.0	0.0	0.0	1.0
550				Cre08.g359200.t1.3	Cre08.g359200			9.646412544326588e-06	61.0	43.0	0.01744083837821	61.0	43.0
551	Cre08.g360801	Cre08.g360801.t1.1		g8449.t1	g8449	0.210930368802317	0.5807794653618984	3.725190013498804e-05	4.0	6.0	0.0046173319555951	4.0	6.0
552	Cre08.g363150	Cre08.g363150.t1.2	ChCC-v11017447m.g	Cre08.g363150.t1.2	Cre08.g363150	0.0927872994294782	0.5443036249331914	0.0002291495223419	1.0	3.0	0.0342237544880203	1.0	3.0
554				Cre08.g365050.t1.2	Cre08.g365050			0.0007048442957594	52.0	13.0	0.6588573249608151	52.0	13.0
557	Cre08.g384900	Cre08.g384900.t1.2	ChCC-v11018410m.g	Cre08.g384900.t1.2	Cre08.g384900	0.0120002560098308	0.1535958094845099	0.000380860703314	1.0	5.0	0.0140811815799818	1.0	5.0
558	Cre08.g370550	Cre08.g370550.t1.1	ChCC-v11017789m.g	Cre08.g370550.t1.3	Cre08.g370550	0.0442933122327008	0.2952229878458711	0.0002369106846718	0.0	2.0	0.0	0.0	2.0
568				Cre08.g372716.t1.2	Cre08.g372716			0.0	0.0	1.0	0.0	0.0	1.0
569	Cre08.g377600	Cre08.g377600.t1.1	ChCC-v11018062m.g	Cre08.g377600.t1.3	Cre08.g377600	0.0652585327422223	0.4224824388566737	0.0011067898347343	131.0	71.0	0.5480111435770466	131.0	71.0
573	Cre08.g373250	Cre08.g373250.t1.2	ChCC-v11017902m.g	Cre08.g373250.t1.2	Cre08.g373250	0.0021582748707113	0.389815690882719	0.0024079702182199	0.0	11.0	0.0	0.0	11.0
576	Cre08.g378850	Cre08.g378850.t1.2	ChCC-v11018118m.g	Cre08.g378850.t1.2	Cre08.g378850	0.0343571520234706	0.1666396165184118	4.110798392924037e-05	1.0	41.0	0.0006625766945212	1.0	41.0
577				g8338.t1	g8338			7.3003806532215665e-06	17.0	5.0	0.0336546472515724	17.0	5.0
578				g8712.t1	g8712			0.0001109063282355	1.0	21.0	0.0340558660602721	1.0	21.0
584	Cre08.g377850	Cre08.g377850.t1.2	ChCC-v11018073m.g	Cre08.g377850.t1.2	Cre08.g377850	0.0865044117807918	0.3207456303749614	0.0078062835050925	0.0	4.0	0.0	0.0	4.0
586				g8623.t1	g8623			0.0012501228285132	9.0	66.0	0.4541594825528867	9.0	66.0
589	Cre08.g380300	Cre08.g380300.t1.1	ChCC-v11018199m.g	g8951.t1	g8951	0.0333103421772248	0.2903369770799758	0.0002007273105751	19.0	34.0	0.2422897059695604	19.0	34.0
591	Cre08.g375400	Cre08.g375400.t1.1	ex.Cre08.g375400.t1.1.g	Cre08.g375400.t1.3	Cre08.g375400	0.2540803002071191	0.6408114961170506	0.0011720858923895	5.0	29.0	1.415217832121367	5.0	29.0
593				g8554.t1	g8554			0.0002909762577934	0.0	28.0	0.0	0.0	28.0
594				g8554.t2	g8554			0.0002909762577934	0.0	28.0	0.0	0.0	28.0
595	Cre08.g364600	Cre08.g364600.t1.2	ChCC-v11017522m.g	Cre08.g364600.t1.2	Cre08.g364600	0.0633230477971035	0.3884169189635553	1.5822947424200343e-05	15.0	1.0	0.0057016543219919	15.0	1.0
598				Cre08.g386100.t1.3	Cre08.g386100			0.0006313424049303	63.0	22.0	0.119110840979044	63.0	22.0
599				Cre08.g364950.t1.3	Cre08.g364950			0.0004542784728329	64.0	30.0	0.162035443926337	64.0	30.0
601	Cre08.g380600	Cre08.g380600.t1.1	ChCC-v11018206m.g	Cre08.g380600.t1.3	Cre08.g380600	0.1002532857575783	0.3245595400342928	0.002358214329658	15.0	1.0	0.03174579411497	15.0	1.0
603	Cre08.g363400	Cre08.g363400.t1.1	ChCC-v11017464m.g	g8513.t1	g8513	0.0808318531351036	0.3596798101964146	0.0056023045703511	6.0	92.0	0.1097973073061758	6.0	92.0
604	Cre08.g382300	Cre08.g382300.t1.2	ChCC-v11018278m.g	Cre08.g382300.t1.2	Cre08.g382300	0.0462231562844117	0.2671050311592472	0.0	0.0	1.0	0.0	0.0	1.0
605	Cre08.g372950	Cre08.g372950.t1.2	ChCC-v11017881m.g	Cre08.g372950.t1.2	Cre08.g372950	0.0108305131160957	0.2268358207941762	6.294718222568292e-06	2.0	7.0	0.0343775671280072	2.0	7.0
609	Cre08.g378800	Cre08.g378800.t1.2	ChCC-v11018116m.g	Cre08.g378800.t1.2	Cre08.g378800	0.0332251941724349	0.2304548114467129	0.0007561074641307	6.0	3.0	0.0466951602667025	6.0	3.0
610	Cre08.g365950	Cre08.g365950.t1.2	ChCC-v11017585m.g	Cre08.g365950.t1.2	Cre08.g365950	0.1022039033869692	0.2804684136468425	0.0002875069616727	50.0	44.0	0.2577886105426474	50.0	44.0
616	Cre08.g373200	Cre08.g373200.t1.2	ChCC-v11017896m.g	Cre08.g373200.t1.2	Cre08.g373200	0.0783561408404162	0.356884428652473	0.0015508135379126	33.0	1.0	0.0584913415401879	33.0	1.0
617	Cre08.g365400	Cre08.g365400.t1.2	ChCC-v11017558m.g	Cre08.g365400.t1.2	Cre08.g365400	0.0074166240969353	0.0561009098120238	0.0004912622101713	2.0	26.0	0.181080473818531	2.0	26.0
619	Cre08.g374950	Cre08.g374950.t1.1	ChCC-v11017964m.g	Cre08.g374950.t1.3	Cre08.g374950	0.158730586785295	0.4080990245282276	0.0002682814940302	6.0	11.0	0.0442765964178339	6.0	11.0
620	Cre08.g358562	Cre08.g358562.t1.1	ChCC-v11017180m.g	g8378.t1	g8378	0.0143202441116847	0.1091306877534287	0.0029577847157383	11.0	13.0	0.5118558719410644	11.0	13.0
621				Cre08.g364050.t1.2	Cre08.g364050			0.0012737441109206	43.0	41.0	1.9613337441352223	43.0	41.0
622	Cre08.g377450	Cre08.g377450.t1.1	ChCC-v11018055m.g	g8888.t1	g8888	0.0779560622272046	0.3321437778951325	0.0082947745667354	1.0	2.0	1.8968739849282608	1.0	2.0
623	Cre08.g371052	Cre08.g371052.t1.1	ChCC-v11017810m.g	g8693.t1	g8693	0.0878830524425453	0.4162128215061964	0.0003060499345918	51.0	30.0	0.7019839972479064	51.0	30.0
624				g8693.t2	g8693			0.0003060499345918	51.0	30.0	0.7019839972479064	51.0	30.0
628	Cre08.g360450	Cre08.g360450.t1.1	ChCC-v11017314m.g	Cre08.g360450.t1.3	Cre08.g360450	0.1545307552006558	0.4235560318381762	1.2555282925318092e-06	2.0	0.0	0.0	2.0	0.0
629	Cre08.g364862	Cre08.g364862.t1.2	ChCC-v11017538m.g	Cre08.g364862.t1.2	Cre08.g364862	0.1007916258104172	0.3195546829714462	0.000291774946181	11.0	1.0	0.0058785819850195	11.0	1.0
632	Cre08.g365600	Cre08.g365600.t1.2	ChCC-v11017566m.g	Cre08.g365600.t1.2	Cre08.g365600	0.0622043082396853	0.3132306324554844	0.0	0.0	2.0	0.0	0.0	2.0
639	Cre08.g383150	Cre08.g383150.t1.2	ChCC-v11018331m.g	Cre08.g383150.t1.2	Cre08.g383150	0.0399561853601632	0.2197403435111055	0.001843658243541	5.0	6.0	0.1248715292944634	5.0	6.0
641				Cre08.g381800.t1.3	Cre08.g381800			0.0003357105703082	117.0	72.0	0.2192761078035183	117.0	72.0
642				g8711.t1	g8711			0.0	2.0	0.0	0.0	2.0	0.0
643	Cre08.g372100	Cre08.g372100.t1.2	ChCC-v11017845m.g	Cre08.g372100.t1.2	Cre08.g372100	0.0055103895216254	0.1271535878762097	0.0014936787674897	2.0	10.0	0.1346538627050951	2.0	10.0
645	Cre08.g376950	Cre08.g376950.t1.1	ChCC-v11018031m.g	Cre08.g376950.t1.3	Cre08.g376950	0.0943124611764944	0.3848046117921715	0.0	0.0	2.0	0.0	0.0	2.0
647	Cre08.g380550	Cre08.g380550.t1.2	ChCC-v11018205m.g	Cre08.g380550.t1.2	Cre08.g380550	0.116531339849265	0.3416066465121194	0.0008984065836729	0.0	12.0	0.0	0.0	12.0
651	Cre08.g376500	Cre08.g376500.t1.2		Cre08.g376500.t1.2	Cre08.g376500	0.1078961195734271	0.4764070075902945	0.0010635445556436	0.0	8.0	0.0	0.0	8.0
652	Cre08.g368200	Cre08.g368200.t1.2	ChCC-v11017690m.g	Cre08.g368200.t1.2	Cre08.g368200	0.1695159383563686	0.4605779799146193	0.0001159619803469	3.0	1.0	0.0001193305620275	3.0	1.0
657	Cre08.g370650	Cre08.g370650.t1.2	ChCC-v11017795m.g	g8685.t1	g8685	0.0489720072042189	0.2864509580234777	6.265342250585354e-05	4.0	5.0	0.0096950325464416	4.0	5.0
659	Cre08.g358526	Cre08.g358526.t1.1	ChCC-v11017147m.g	g8343.t1	g8343	0.0062370421812431	0.1097550656738442	4.439635997341859e-05	3.0	35.0	0.0109402694328402	3.0	35.0
660	Cre08.g361850	Cre08.g361850.t1.2	ChCC-v11017374m.g	Cre08.g361850.t1.2	Cre08.g361850	0.0411061773712462	0.2729740329010588	0.0029802484413459	31.0	26.0	1.5222315169144134	31.0	26.0
661	Cre08.g361450	Cre08.g361450.t1.2	ChCC-v11017360m.g	Cre08.g361450.t1.2	Cre08.g361450	0.1057022554733252	0.4307833906968072	0.0012057365196023	0.0	32.0	0.0	0.0	32.0
663				Cre08.g379150.t1.2	Cre08.g379150			0.0	2.0	3.0	0.0	2.0	3.0
666	Cre08.g378900	Cre08.g378900.t1.2	ChCC-v11018122m.g	Cre08.g378900.t1.2	Cre08.g378900	0.0207691056157151	0.1950879765201459	0.0026751905190668	6.0	21.0	0.3884971432565458	6.0	21.0
668				Cre08.g385400.t1.2	Cre08.g385400			3.4110005301335173e-05	3.0	1.0	2.9750660555880987e-06	3.0	1.0
670	Cre08.g380151	Cre08.g380151.t1.1	ChCC-v11018195m.g	Cre08.g380150.t1.3	Cre08.g380150	0.1212030978613793	0.3645647741171037	0.0091043758199958	3.0	6.0	0.0094035675046185	3.0	6.0
671	Cre08.g363050	Cre08.g363050.t1.2	ChCC-v11017442m.g	Cre08.g363050.t1.2	Cre08.g363050	0.0402428886257783	0.2984667645645247	0.0009820290230603	17.0	63.0	0.2315707524199656	17.0	63.0
679	Cre08.g372550	Cre08.g372550.t1.1	ChCC-v11017869m.g	Cre08.g372550.t1.1	Cre08.g372550	0.0093897940086957	0.1715359472727488	5.849340778437424e-05	50.0	7.0	0.0080667114026388	50.0	7.0
680	Cre08.g359250	Cre08.g359250.t1.2	ChCC-v11017253m.g	Cre08.g359250.t1.2	Cre08.g359250	0.1375859208291319	0.5262981931885026	7.039630149604216e-05	9.0	1.0	6.324671930229527e-05	9.0	1.0
681	Cre08.g366900	Cre08.g366900.t1.2	ChCC-v11017636m.g	Cre08.g366900.t1.2	Cre08.g366900	0.1465293760532957	0.5529124826958298	0.0002369692102575	2.0	4.0	0.0591330797244005	2.0	4.0
682	Cre08.g375950	Cre08.g375950.t1.1	ChCC-v11017995m.g	Cre08.g375950.t1.3	Cre08.g375950	0.1456592274866072	0.3425688018717862	0.0	1.0	0.0	0.0	1.0	0.0
684	Cre08.g377900	Cre08.g377900.t1.2	ChCC-v11018074m.g	Cre08.g377900.t1.2	Cre08.g377900	0.0563164244744901	0.4460303308100196	4.664234004630832e-07	7.0	1.0	0.0005168614730818	7.0	1.0
685	Cre08.g384550	Cre08.g384550.t1.1	ChCC-v11018395m.g	g9049.t1	g9049	0.1629514401533917	0.3831192178244929	0.0051802453183158	28.0	11.0	0.3300442288912279	28.0	11.0
