	total_exon_length
ChCC-v11002089m.g	489
ChCC-v11002090m.g	3246
ChCC-v11002091m.g	2762
ChCC-v11002093m.g	1329
ChCC-v11002094m.g	506
ChCC-v11002097m.g	1062
ChCC-v11002098m.g	4916
ChCC-v11002107m.g	1257
ChCC-v11002108m.g	3620
ChCC-v11002109m.g	3128
ChCC-v11002110m.g	1071
ChCC-v11002111m.g	2920
ChCC-v11002121m.g	5873
ChCC-v11002122m.g	2030
ChCC-v11002123m.g	3630
ChCC-v11002124m.g	2500
ChCC-v11002129m.g	3716
ChCC-v11002136m.g	2871
ChCC-v11002138m.g	537
ChCC-v11002141m.g	7411
ChCC-v11002143m.g	3640
ChCC-v11002150m.g	869
ChCC-v11002151m.g	198
ChCC-v11002152m.g	5246
ChCC-v11002153m.g	3292
ChCC-v11002154m.g	1540
ChCC-v11002156m.g	6809
ChCC-v11002160m.g	2071
ChCC-v11002161m.g	3855
ChCC-v11002163m.g	4598
ChCC-v11002166m.g	1536
ChCC-v11002167m.g	2749
ChCC-v11002171m.g	4226
ChCC-v11002173m.g	1108
ChCC-v11002174m.g	5285
ChCC-v11002180m.g	3797
ChCC-v11002183m.g	2599
ChCC-v11002185m.g	2229
ChCC-v11002186m.g	3879
ChCC-v11002192m.g	21231
ChCC-v11002194m.g	3687
ChCC-v11002195m.g	4182
ChCC-v11002197m.g	1011
ChCC-v11002198m.g	992
ChCC-v11002200m.g	564
ChCC-v11002201m.g	2576
ChCC-v11002202m.g	1232
ChCC-v11002204m.g	338
ChCC-v11002214m.g	2283
ChCC-v11002215m.g	1031
ChCC-v11002218m.g	4238
ChCC-v11002219m.g	1833
ChCC-v11002220m.g	2246
ChCC-v11002222m.g	2029
ChCC-v11002223m.g	6373
ChCC-v11002225m.g	2792
ChCC-v11002226m.g	2579
ChCC-v11002229m.g	6156
ChCC-v11002230m.g	2684
ChCC-v11002232m.g	503
ChCC-v11002235m.g	2919
ChCC-v11002238m.g	2160
ChCC-v11002240m.g	2476
ChCC-v11002243m.g	1377
ChCC-v11002246m.g	454
ChCC-v11002248m.g	3857
ChCC-v11002249m.g	528
ChCC-v11002253m.g	6319
ChCC-v11002257m.g	2374
ChCC-v11002258m.g	8017
ChCC-v11002259m.g	5450
ChCC-v11002261m.g	1823
ChCC-v11002263m.g	575
ChCC-v11002267m.g	186
ChCC-v11002268m.g	463
ChCC-v11002269m.g	1410
ChCC-v11002270m.g	3815
ChCC-v11002271m.g	3603
ChCC-v11002272m.g	3605
ChCC-v11002274m.g	3822
ChCC-v11002276m.g	3604
ChCC-v11002277m.g	2140
ChCC-v11002278m.g	3592
ChCC-v11002279m.g	3077
ChCC-v11002281m.g	3309
ChCC-v11002282m.g	2558
ChCC-v11002283m.g	1385
ChCC-v11002286m.g	5448
ChCC-v11002289m.g	1175
ChCC-v11002290m.g	4075
ChCC-v11002295m.g	4513
ChCC-v11002297m.g	1641
ChCC-v11002300m.g	3581
ChCC-v11002303m.g	1729
ChCC-v11002305m.g	1436
ChCC-v11002307m.g	2647
ChCC-v11002308m.g	1732
ChCC-v11002310m.g	755
ChCC-v11002313m.g	1584
ChCC-v11002316m.g	1512
ChCC-v11002317m.g	2068
ChCC-v11002319m.g	896
ChCC-v11002321m.g	5872
ChCC-v11002323m.g	2188
ChCC-v11002327m.g	1974
ChCC-v11002328m.g	5473
ChCC-v11002330m.g	1366
ChCC-v11002333m.g	6782
ChCC-v11002334m.g	1697
ChCC-v11002336m.g	3546
ChCC-v11002338m.g	2947
ChCC-v11002339m.g	5284
ChCC-v11002342m.g	3314
ChCC-v11002343m.g	2259
ChCC-v11002345m.g	3671
ChCC-v11002347m.g	4634
ChCC-v11002350m.g	1507
ChCC-v11002353m.g	1587
ChCC-v11002355m.g	1517
ChCC-v11002356m.g	4038
ChCC-v11002357m.g	3869
ChCC-v11002358m.g	2052
ChCC-v11002362m.g	1377
ChCC-v11002364m.g	720
ChCC-v11002370m.g	6500
ChCC-v11002372m.g	4867
ChCC-v11002379m.g	4111
ChCC-v11002380m.g	4180
ChCC-v11002382m.g	2359
ChCC-v11002384m.g	1208
ChCC-v11002387m.g	1464
ChCC-v11002389m.g	460
ChCC-v11002390m.g	2367
ChCC-v11002393m.g	3081
ChCC-v11002394m.g	8814
ChCC-v11002396m.g	2604
ChCC-v11002397m.g	1914
ChCC-v11002399m.g	15243
ChCC-v11002400m.g	1812
ChCC-v11002401m.g	3167
ChCC-v11002404m.g	1901
ChCC-v11002410m.g	2114
ChCC-v11002413m.g	4128
ChCC-v11002415m.g	1487
ChCC-v11002416m.g	2595
ChCC-v11002417m.g	2122
ChCC-v11002418m.g	2802
ChCC-v11002419m.g	2573
ChCC-v11002421m.g	3018
ChCC-v11002424m.g	3306
ChCC-v11002425m.g	838
ChCC-v11002428m.g	4043
ChCC-v11002431m.g	3931
ChCC-v11002435m.g	1094
ChCC-v11002437m.g	1979
ChCC-v11002438m.g	8326
ChCC-v11002443m.g	6369
ChCC-v11002446m.g	2204
ChCC-v11002449m.g	3588
ChCC-v11002450m.g	3922
ChCC-v11002456m.g	3904
ChCC-v11002459m.g	1740
ChCC-v11002460m.g	2446
ChCC-v11002465m.g	2163
ChCC-v11002466m.g	2878
ChCC-v11002471m.g	2758
ChCC-v11002472m.g	1657
ChCC-v11002473m.g	8312
ChCC-v11002475m.g	3869
ChCC-v11002476m.g	1715
ChCC-v11002477m.g	3851
ChCC-v11002479m.g	2733
ChCC-v11002482m.g	645
ChCC-v11002485m.g	1531
ChCC-v11002491m.g	349
ChCC-v11002493m.g	4804
ChCC-v11002495m.g	1745
ChCC-v11002496m.g	523
ChCC-v11002497m.g	523
ChCC-v11002502m.g	201
ChCC-v11002504m.g	3893
ChCC-v11002509m.g	2857
ChCC-v11002512m.g	1983
ChCC-v11002515m.g	4473
ChCC-v11002518m.g	1177
ChCC-v11002519m.g	977
ChCC-v11002521m.g	3375
ChCC-v11002522m.g	3075
ChCC-v11002524m.g	1046
ChCC-v11002525m.g	1504
ChCC-v11002526m.g	4551
ChCC-v11002530m.g	1709
ChCC-v11002531m.g	1342
ChCC-v11002534m.g	3398
ChCC-v11002536m.g	775
ChCC-v11002537m.g	581
ChCC-v11002541m.g	5495
ChCC-v11002544m.g	4123
ChCC-v11002546m.g	5621
ChCC-v11002550m.g	1635
ChCC-v11002552m.g	9635
ChCC-v11002553m.g	13327
ChCC-v11002555m.g	3240
ChCC-v11002556m.g	2569
ChCC-v11002560m.g	5549
ChCC-v11002562m.g	1981
ChCC-v11002564m.g	2585
ChCC-v11002568m.g	3178
ChCC-v11002570m.g	3281
ChCC-v11002571m.g	4846
ChCC-v11002572m.g	4875
ChCC-v11002574m.g	1929
ChCC-v11002577m.g	2881
ChCC-v11002579m.g	4698
ChCC-v11002586m.g	9191
ChCC-v11002587m.g	1682
ChCC-v11002590m.g	3279
ChCC-v11002592m.g	1145
ChCC-v11002595m.g	7649
ChCC-v11002597m.g	1804
ChCC-v11002598m.g	2682
ChCC-v11002600m.g	3915
ChCC-v11002601m.g	2914
ChCC-v11002603m.g	5111
ChCC-v11002606m.g	3118
ChCC-v11002607m.g	638
ChCC-v11002611m.g	2559
ChCC-v11002612m.g	2318
ChCC-v11002614m.g	362
ChCC-v11002616m.g	1869
ChCC-v11002617m.g	5345
ChCC-v11002621m.g	1022
ChCC-v11002623m.g	1214
ChCC-v11002625m.g	4629
ChCC-v11002627m.g	3466
ChCC-v11002628m.g	4343
ChCC-v11002629m.g	2491
ChCC-v11002632m.g	1865
ChCC-v11002634m.g	2721
ChCC-v11002639m.g	5046
ChCC-v11002641m.g	811
ChCC-v11002642m.g	4668
ChCC-v11002645m.g	2270
ChCC-v11002646m.g	716
ChCC-v11002649m.g	1458
ChCC-v11002650m.g	2133
ChCC-v11002651m.g	2324
ChCC-v11002653m.g	548
ChCC-v11002656m.g	2786
ChCC-v11002658m.g	251
ChCC-v11002659m.g	591
ChCC-v11002660m.g	7575
ChCC-v11002661m.g	2080
ChCC-v11002662m.g	1268
ChCC-v11002664m.g	3035
ChCC-v11002666m.g	1763
ChCC-v11002667m.g	1439
ChCC-v11002669m.g	1800
ChCC-v11002672m.g	1841
ChCC-v11002674m.g	2736
ChCC-v11002676m.g	3942
ChCC-v11002680m.g	1905
ChCC-v11002683m.g	893
ChCC-v11002684m.g	1555
ChCC-v11002685m.g	3216
ChCC-v11002686m.g	2687
ChCC-v11002688m.g	2534
ChCC-v11002692m.g	334
ChCC-v11002693m.g	744
ChCC-v11002695m.g	890
ChCC-v11002696m.g	3988
ChCC-v11002697m.g	5798
ChCC-v11002699m.g	5184
ChCC-v11002700m.g	2473
ChCC-v11002701m.g	7817
ChCC-v11002703m.g	6169
ChCC-v11002704m.g	1500
ChCC-v11002705m.g	3184
ChCC-v11002707m.g	3181
ChCC-v11002708m.g	3909
ChCC-v11002709m.g	3358
ChCC-v11002710m.g	1532
ChCC-v11002713m.g	1394
ChCC-v11002718m.g	1098
ChCC-v11002720m.g	1415
ChCC-v11002723m.g	1795
ChCC-v11002726m.g	1359
ChCC-v11002727m.g	1596
ChCC-v11002730m.g	300
ChCC-v11002731m.g	765
ChCC-v11002733m.g	877
ChCC-v11002734m.g	1138
ChCC-v11002735m.g	1285
ChCC-v11002736m.g	2601
ChCC-v11002737m.g	3221
ChCC-v11002740m.g	1546
ChCC-v11002743m.g	8871
ChCC-v11002745m.g	6263
ChCC-v11002750m.g	2985
ChCC-v11002751m.g	5576
ChCC-v11002753m.g	2536
ChCC-v11002755m.g	1904
ChCC-v11002758m.g	923
ChCC-v11002762m.g	3303
ChCC-v11002763m.g	2820
ChCC-v11002765m.g	3645
ChCC-v11002773m.g	196
ChCC-v11002774m.g	3033
ChCC-v11002778m.g	5647
ChCC-v11002780m.g	673
ChCC-v11002785m.g	2307
ChCC-v11002787m.g	6531
ChCC-v11002790m.g	2287
ChCC-v11002796m.g	926
ChCC-v11002798m.g	322
ChCC-v11002800m.g	9750
ChCC-v11002802m.g	3276
ChCC-v11002803m.g	9159
ChCC-v11002811m.g	215
ChCC-v11002816m.g	227
ChCC-v11002818m.g	2201
ChCC-v11002823m.g	3382
ChCC-v11002824m.g	612
ChCC-v11002826m.g	239
ChCC-v11002828m.g	3402
ChCC-v11002829m.g	480
ChCC-v11002832m.g	392
ChCC-v11002834m.g	1095
ChCC-v11002845m.g	449
ChCC-v11002846m.g	3810
ChCC-v11002847m.g	181
ChCC-v11002849m.g	904
ChCC-v11002853m.g	1208
ChCC-v11002855m.g	379
ChCC-v11002858m.g	392
ChCC-v11002861m.g	3812
ChCC-v11002862m.g	6008
ChCC-v11002867m.g	2313
ChCC-v11002870m.g	173
ChCC-v11002871m.g	194
ChCC-v11002872m.g	543
ChCC-v11002873m.g	2206
ChCC-v11002874m.g	2645
ChCC-v11002879m.g	813
ChCC-v11002881m.g	395
ChCC-v11002883m.g	200
ChCC-v11002885m.g	2717
ChCC-v11002886m.g	793
ChCC-v11002888m.g	560
ChCC-v11002889m.g	179
ChCC-v11002890m.g	290
ChCC-v11002893m.g	539
ChCC-v11002897m.g	1590
ChCC-v11002904m.g	2833
ChCC-v11002908m.g	629
ChCC-v11002909m.g	3367
ChCC-v11002911m.g	1287
ChCC-v11002914m.g	4809
ChCC-v11002915m.g	2608
ChCC-v11002916m.g	732
ChCC-v11002918m.g	3730
ChCC-v11002919m.g	3128
ChCC-v11002920m.g	590
ChCC-v11002924m.g	2344
ChCC-v11002927m.g	1259
ChCC-v11002938m.g	5018
ChCC-v11002940m.g	250
ChCC-v11002941m.g	5271
ChCC-v11002942m.g	5018
ChCC-v11002945m.g	2621
ChCC-v11002947m.g	2132
ChCC-v11002948m.g	1606
ChCC-v11002950m.g	947
ChCC-v11002954m.g	1172
ChCC-v11002955m.g	1158
ChCC-v11002958m.g	1337
ChCC-v11002959m.g	419
ChCC-v11002968m.g	6682
ChCC-v11002969m.g	5271
ChCC-v11002970m.g	2943
ChCC-v11002971m.g	827
ChCC-v11002975m.g	1915
ChCC-v11002979m.g	1866
ChCC-v11002982m.g	1076
ChCC-v11002984m.g	5271
ChCC-v11002986m.g	3120
ChCC-v11002987m.g	2176
ChCC-v11002988m.g	847
ChCC-v11002989m.g	5018
ChCC-v11002990m.g	662
ChCC-v11002991m.g	1320
ChCC-v11002992m.g	3697
ChCC-v11002993m.g	379
ChCC-v11002996m.g	1185
ChCC-v11002999m.g	2035
ChCC-v11003000m.g	2287
ChCC-v11003003m.g	1520
ChCC-v11003006m.g	935
ChCC-v11003011m.g	1389
ChCC-v11003013m.g	4655
ChCC-v11003014m.g	4910
ChCC-v11003015m.g	2638
ChCC-v11003016m.g	5436
ChCC-v11003018m.g	2077
ChCC-v11003022m.g	1630
ChCC-v11003023m.g	216
ChCC-v11003024m.g	2464
ChCC-v11003025m.g	1718
ChCC-v11003026m.g	3540
ChCC-v11003028m.g	453
ChCC-v11003031m.g	992
ChCC-v11003036m.g	2377
ChCC-v11003042m.g	8085
ChCC-v11003044m.g	2223
ChCC-v11003046m.g	589
ChCC-v11003049m.g	6337
ChCC-v11003050m.g	2212
ChCC-v11003053m.g	5753
ChCC-v11003055m.g	10964
ChCC-v11003057m.g	5069
ChCC-v11003058m.g	7365
ChCC-v11003060m.g	3682
ChCC-v11003061m.g	806
ChCC-v11003063m.g	850
ChCC-v11003074m.g	680
ChCC-v11003075m.g	2182
ChCC-v11003079m.g	244
ChCC-v11003083m.g	3075
ChCC-v11003084m.g	2692
ChCC-v11003085m.g	522
ChCC-v11003087m.g	501
ChCC-v11003090m.g	576
ChCC-v11003094m.g	547
ChCC-v11003095m.g	1982
ChCC-v11003096m.g	6968
ChCC-v11003097m.g	9587
ChCC-v11003098m.g	2656
ChCC-v11003099m.g	4804
ChCC-v11003103m.g	3412
ChCC-v11003105m.g	1224
ChCC-v11003107m.g	434
ChCC-v11003110m.g	2648
ChCC-v11003112m.g	3646
ChCC-v11003113m.g	6056
ChCC-v11003116m.g	5372
ChCC-v11003118m.g	465
ChCC-v11003119m.g	437
ChCC-v11003120m.g	2621
ChCC-v11003121m.g	1426
ChCC-v11003122m.g	3989
ChCC-v11003123m.g	2276
ChCC-v11003124m.g	2708
ChCC-v11003128m.g	916
ChCC-v11003130m.g	7974
ChCC-v11003131m.g	3263
ChCC-v11003133m.g	851
ChCC-v11003135m.g	5247
ChCC-v11003137m.g	350
ChCC-v11003140m.g	2181
ChCC-v11003143m.g	2203
ChCC-v11003144m.g	2084
ChCC-v11003145m.g	8380
ChCC-v11003148m.g	2585
ChCC-v11003149m.g	2469
ChCC-v11003155m.g	7907
ChCC-v11003159m.g	3174
ChCC-v11003161m.g	6085
ChCC-v11003162m.g	3873
ChCC-v11003165m.g	1999
ChCC-v11003166m.g	2225
ChCC-v11003171m.g	1158
ChCC-v11003172m.g	1845
ChCC-v11003176m.g	3289
ChCC-v11003177m.g	1854
ChCC-v11003178m.g	1384
ChCC-v11003180m.g	392
ChCC-v11003182m.g	417
ChCC-v11003186m.g	3562
ChCC-v11003187m.g	1716
ChCC-v11003188m.g	2290
ChCC-v11003191m.g	2172
ChCC-v11003192m.g	3836
ChCC-v11003195m.g	6238
ChCC-v11003197m.g	2791
ChCC-v11003198m.g	3809
ChCC-v11003199m.g	1942
ChCC-v11003201m.g	2596
ChCC-v11003206m.g	1498
ChCC-v11003210m.g	1418
ChCC-v11003216m.g	2554
ChCC-v11003218m.g	1941
ChCC-v11003220m.g	2225
ChCC-v11003221m.g	2779
ChCC-v11003224m.g	2771
ChCC-v11003225m.g	411
ChCC-v11003226m.g	4897
ChCC-v11003227m.g	6314
ChCC-v11003230m.g	1192
ChCC-v11003231m.g	5939
ChCC-v11003233m.g	4029
ChCC-v11003237m.g	4310
ChCC-v11003239m.g	3125
ChCC-v11003240m.g	4121
ChCC-v11003242m.g	2006
ChCC-v11003243m.g	7427
ChCC-v11003244m.g	4003
ChCC-v11003247m.g	3605
ChCC-v11003248m.g	4503
ChCC-v11003250m.g	4291
ChCC-v11003259m.g	9737
ChCC-v11003263m.g	3566
ChCC-v11003265m.g	1896
ChCC-v11003266m.g	2351
ChCC-v11003271m.g	1025
ChCC-v11003281m.g	4964
ChCC-v11003282m.g	3009
ChCC-v11003284m.g	3050
ChCC-v11003286m.g	1116
ChCC-v11003287m.g	504
ChCC-v11003288m.g	1195
ChCC-v11003291m.g	1404
ChCC-v11003293m.g	1752
ChCC-v11003294m.g	1366
ChCC-v11003295m.g	2594
ChCC-v11003298m.g	3641
ChCC-v11003300m.g	1387
ChCC-v11003305m.g	3318
ChCC-v11003310m.g	952
ChCC-v11003311m.g	1112
ChCC-v11003312m.g	1809
ChCC-v11003315m.g	3064
ChCC-v11003318m.g	3986
ChCC-v11003320m.g	1615
ChCC-v11003322m.g	2564
ChCC-v11003324m.g	4536
ChCC-v11003325m.g	4453
ChCC-v11003326m.g	1914
ChCC-v11003328m.g	627
ChCC-v11003329m.g	2734
ChCC-v11003335m.g	2042
ChCC-v11003336m.g	2383
ChCC-v11003337m.g	624
ChCC-v11003340m.g	3398
ChCC-v11003342m.g	2786
ChCC-v11003343m.g	8629
ChCC-v11003348m.g	9832
ChCC-v11003349m.g	1382
ChCC-v11003353m.g	4026
ChCC-v11003354m.g	4233
ChCC-v11003358m.g	2771
ChCC-v11003361m.g	2301
ChCC-v11003363m.g	2546
ChCC-v11003366m.g	2704
ChCC-v11003368m.g	7527
ChCC-v11003369m.g	454
ChCC-v11003370m.g	4633
ChCC-v11003372m.g	4859
ChCC-v11003373m.g	951
ChCC-v11003378m.g	2903
ChCC-v11003380m.g	3561
ChCC-v11003382m.g	4197
ChCC-v11003383m.g	3392
ChCC-v11003384m.g	2306
ChCC-v11003386m.g	5208
ChCC-v11003388m.g	3398
ChCC-v11003389m.g	2735
ChCC-v11003391m.g	7657
ChCC-v11003393m.g	3296
ChCC-v11003396m.g	5066
ChCC-v11003399m.g	2910
ChCC-v11003400m.g	3230
ChCC-v11003405m.g	3230
ChCC-v11003406m.g	6453
ChCC-v11003410m.g	1616
ChCC-v11003412m.g	1356
ChCC-v11003413m.g	1424
ChCC-v11003414m.g	1105
ChCC-v11003416m.g	1294
ChCC-v11003418m.g	2423
ChCC-v11003420m.g	2382
ChCC-v11003424m.g	3052
ChCC-v11003429m.g	2464
ChCC-v11003432m.g	1734
ChCC-v11003439m.g	3435
ChCC-v11003441m.g	3343
ChCC-v11003442m.g	2743
ChCC-v11003446m.g	4078
ChCC-v11003449m.g	1690
ChCC-v11003450m.g	1870
ChCC-v11003454m.g	544
ChCC-v11003455m.g	1957
ChCC-v11003456m.g	2663
ChCC-v11003459m.g	2790
ChCC-v11003461m.g	392
ChCC-v11003462m.g	7897
ChCC-v11003463m.g	2990
ChCC-v11003465m.g	3014
ChCC-v11003471m.g	7015
ChCC-v11003474m.g	2914
ChCC-v11003475m.g	1544
ChCC-v11003477m.g	718
ChCC-v11003478m.g	2244
ChCC-v11003485m.g	1154
ChCC-v11003488m.g	1692
ChCC-v11003489m.g	1979
ChCC-v11003492m.g	1885
ChCC-v11003493m.g	3730
ChCC-v11003495m.g	2535
ChCC-v11003497m.g	1028
ChCC-v11003498m.g	3578
ChCC-v11003499m.g	2088
ChCC-v11003502m.g	970
ChCC-v11003503m.g	2574
ChCC-v11003505m.g	996
ChCC-v11003506m.g	350
ChCC-v11003509m.g	1243
ChCC-v11003511m.g	3140
ChCC-v11003513m.g	1801
ChCC-v11003515m.g	3156
ChCC-v11003524m.g	2550
ChCC-v11003525m.g	2219
ChCC-v11003526m.g	1294
ChCC-v11003528m.g	5491
ChCC-v11003530m.g	7093
ChCC-v11003533m.g	2635
ChCC-v11003534m.g	523
ChCC-v11003536m.g	1888
ChCC-v11003539m.g	3508
ChCC-v11003542m.g	2806
ChCC-v11003544m.g	3622
ChCC-v11003548m.g	3091
ChCC-v11003550m.g	2250
ChCC-v11003556m.g	1311
ChCC-v11003560m.g	7006
ChCC-v11003564m.g	2330
ChCC-v11003570m.g	2699
ChCC-v11003571m.g	5294
ChCC-v11003572m.g	2799
ChCC-v11003573m.g	2049
ChCC-v11003576m.g	677
ChCC-v11003580m.g	1828
ChCC-v11003581m.g	762
ChCC-v11003585m.g	9909
ChCC-v11003586m.g	1369
ChCC-v11003588m.g	2944
ChCC-v11003589m.g	1862
ChCC-v11003590m.g	2074
ChCC-v11003594m.g	1126
ChCC-v11003595m.g	232
ChCC-v11003596m.g	2330
ChCC-v11003597m.g	4829
ChCC-v11003601m.g	1583
ChCC-v11003602m.g	1431
ChCC-v11003605m.g	5298
ChCC-v11003607m.g	1695
ChCC-v11003608m.g	3925
ChCC-v11003610m.g	1117
ChCC-v11003612m.g	3034
ChCC-v11003613m.g	2420
ChCC-v11003617m.g	2006
ChCC-v11003620m.g	4852
ChCC-v11003621m.g	5777
ChCC-v11003622m.g	4395
ChCC-v11003625m.g	6821
ChCC-v11003626m.g	2237
ChCC-v11003627m.g	3621
ChCC-v11003629m.g	490
ChCC-v11003632m.g	663
ChCC-v11003634m.g	1084
ChCC-v11003635m.g	851
ChCC-v11003639m.g	782
ChCC-v11003641m.g	1415
ChCC-v11003642m.g	1095
ChCC-v11003643m.g	4374
ChCC-v11003644m.g	2679
ChCC-v11003645m.g	6833
ChCC-v11003647m.g	3919
ChCC-v11003649m.g	1984
ChCC-v11003650m.g	1133
ChCC-v11003651m.g	3284
ChCC-v11003652m.g	2889
ChCC-v11003657m.g	2083
ChCC-v11003658m.g	995
ChCC-v11003661m.g	3906
ChCC-v11003663m.g	2490
ChCC-v11003664m.g	1440
ChCC-v11003665m.g	4427
ChCC-v11003666m.g	2628
ChCC-v11003668m.g	925
ChCC-v11003669m.g	1970
ChCC-v11003671m.g	2935
ChCC-v11003674m.g	1401
ChCC-v11003678m.g	5140
ChCC-v11003680m.g	2890
ChCC-v11003682m.g	2630
ChCC-v11003686m.g	3150
ChCC-v11003687m.g	1310
ChCC-v11003688m.g	8693
ChCC-v11003689m.g	8413
ChCC-v11003690m.g	2977
ChCC-v11003695m.g	3049
ChCC-v11003696m.g	2289
ChCC-v11003699m.g	6483
ChCC-v11003701m.g	497
ChCC-v11003702m.g	988
ChCC-v11003707m.g	683
ChCC-v11003717m.g	1063
ChCC-v11003718m.g	3531
ChCC-v11003719m.g	2562
ChCC-v11003721m.g	2056
ChCC-v11003722m.g	804
ChCC-v11003724m.g	6961
ChCC-v11003725m.g	3789
ChCC-v11003727m.g	4883
ChCC-v11003731m.g	1717
ChCC-v11003732m.g	4522
ChCC-v11003733m.g	4441
ChCC-v11003734m.g	4519
ChCC-v11003740m.g	2508
ChCC-v11003742m.g	3118
ChCC-v11003744m.g	1863
ChCC-v11003745m.g	2369
ChCC-v11003750m.g	1932
ChCC-v11003752m.g	1229
ChCC-v11003753m.g	3043
ChCC-v11003755m.g	3831
ChCC-v11003760m.g	2066
ChCC-v11003761m.g	5258
ChCC-v11003763m.g	2502
ChCC-v11003766m.g	7915
ChCC-v11003767m.g	2318
ChCC-v11003768m.g	3058
ChCC-v11003769m.g	3193
ChCC-v11003770m.g	2583
ChCC-v11003771m.g	3199
ChCC-v11003774m.g	1485
ChCC-v11003777m.g	15501
ChCC-v11003784m.g	1289
ChCC-v11003787m.g	1315
ChCC-v11003788m.g	2114
ChCC-v11003791m.g	1587
ChCC-v11003797m.g	255
ChCC-v11003798m.g	5014
ChCC-v11003799m.g	2082
ChCC-v11003800m.g	3054
ChCC-v11003803m.g	3744
ChCC-v11003805m.g	530
ChCC-v11003806m.g	9062
ChCC-v11003808m.g	6533
ChCC-v11003809m.g	2380
ChCC-v11003813m.g	8662
ChCC-v11003817m.g	2635
ChCC-v11003822m.g	2163
ChCC-v11003825m.g	1849
ChCC-v11003830m.g	3124
ChCC-v11003837m.g	2111
ChCC-v11003838m.g	5532
ChCC-v11003840m.g	3206
ChCC-v11003845m.g	2460
ChCC-v11003846m.g	6106
ChCC-v11003847m.g	3109
ChCC-v11003852m.g	1929
ChCC-v11003854m.g	2077
ChCC-v11003857m.g	903
ChCC-v11003860m.g	7699
ChCC-v11003863m.g	909
ChCC-v11003866m.g	3818
ChCC-v11003870m.g	1733
ChCC-v11003871m.g	2019
ChCC-v11003874m.g	2179
ChCC-v11003876m.g	4209
ChCC-v11003878m.g	3011
ChCC-v11003884m.g	1648
ChCC-v11003891m.g	4346
ChCC-v11003893m.g	4693
ChCC-v11003894m.g	360
ChCC-v11003897m.g	4426
ChCC-v11003901m.g	1517
ChCC-v11003907m.g	7478
ChCC-v11003909m.g	2455
ChCC-v11003912m.g	2865
ChCC-v11003914m.g	3973
ChCC-v11003916m.g	3300
ChCC-v11003917m.g	2868
ChCC-v11003919m.g	1623
ChCC-v11003922m.g	13025
ChCC-v11003923m.g	4055
ChCC-v11003924m.g	2579
ChCC-v11003927m.g	1228
ChCC-v11003929m.g	3878
ChCC-v11003930m.g	633
ChCC-v11003931m.g	3567
ChCC-v11003934m.g	1385
ChCC-v11003935m.g	1341
ChCC-v11003937m.g	692
ChCC-v11003938m.g	4860
ChCC-v11003939m.g	1323
ChCC-v11003942m.g	12805
ChCC-v11003943m.g	1191
ChCC-v11003946m.g	625
ChCC-v11003950m.g	3279
ChCC-v11003951m.g	2949
ChCC-v11003952m.g	3954
ChCC-v11003955m.g	161
ChCC-v11003957m.g	1792
ChCC-v11003958m.g	4151
ChCC-v11003960m.g	7593
ChCC-v11003962m.g	3210
ChCC-v11003963m.g	1585
ChCC-v11003966m.g	14518
ChCC-v11003967m.g	449
ChCC-v11003968m.g	2129
ChCC-v11003971m.g	3712
ChCC-v11003975m.g	1877
ChCC-v11003976m.g	1879
ChCC-v11003977m.g	881
ChCC-v11003978m.g	3193
ChCC-v11003981m.g	3091
ChCC-v11003985m.g	1363
ChCC-v11003986m.g	3303
ChCC-v11003987m.g	3509
ChCC-v11003988m.g	1861
ChCC-v11003990m.g	281
ChCC-v11003991m.g	1763
ChCC-v11003994m.g	6992
ChCC-v11004000m.g	1540
ChCC-v11004002m.g	1567
ChCC-v11004004m.g	3155
ChCC-v11004007m.g	3031
ChCC-v11004008m.g	3682
ChCC-v11004009m.g	3325
ChCC-v11004011m.g	1832
ChCC-v11004012m.g	3401
ChCC-v11004013m.g	2972
ChCC-v11004014m.g	4196
ChCC-v11004015m.g	9348
ChCC-v11004017m.g	2066
ChCC-v11004018m.g	1038
ChCC-v11004020m.g	5144
ChCC-v11004021m.g	1858
ChCC-v11004026m.g	360
ChCC-v11004027m.g	3753
ChCC-v11004028m.g	1310
ChCC-v11004031m.g	2836
ChCC-v11004032m.g	6786
ChCC-v11004034m.g	3973
ChCC-v11004035m.g	1875
ChCC-v11004037m.g	5423
ChCC-v11004038m.g	3248
ChCC-v11004040m.g	3164
ChCC-v11004041m.g	1926
ChCC-v11004043m.g	3158
ChCC-v11004044m.g	2874
ChCC-v11004045m.g	4451
ChCC-v11004047m.g	1625
ChCC-v11004052m.g	6907
ChCC-v11004053m.g	8947
ChCC-v11004054m.g	2931
ChCC-v11004057m.g	3033
ChCC-v11004058m.g	3376
ChCC-v11004059m.g	4221
ChCC-v11004067m.g	4781
ChCC-v11004072m.g	6303
ChCC-v11004073m.g	2730
ChCC-v11004075m.g	1041
ChCC-v11004077m.g	3294
ChCC-v11004079m.g	1324
ChCC-v11004083m.g	4308
ChCC-v11004084m.g	3710
ChCC-v11004085m.g	505
ChCC-v11004087m.g	2629
ChCC-v11004091m.g	2230
ChCC-v11004093m.g	2943
ChCC-v11004095m.g	1990
ChCC-v11004101m.g	1665
ChCC-v11004104m.g	4907
ChCC-v11004108m.g	32151
ChCC-v11004109m.g	2041
ChCC-v11004110m.g	2892
ChCC-v11004111m.g	2736
ChCC-v11004112m.g	2087
ChCC-v11004115m.g	2312
ChCC-v11004118m.g	1957
